series,minute,value,smoothing_s,bytes_per_token
decode_kv_gb_s_rep1,7.19013,5.02900,20,327680
decode_kv_gb_s_rep1,7.20680,5.02905,20,327680
decode_kv_gb_s_rep1,7.22346,5.07819,20,327680
decode_kv_gb_s_rep1,7.24013,5.11704,20,327680
decode_kv_gb_s_rep1,7.25680,5.12518,20,327680
decode_kv_gb_s_rep1,7.27346,5.18606,20,327680
decode_kv_gb_s_rep1,7.29013,5.21587,20,327680
decode_kv_gb_s_rep1,7.30680,5.20079,20,327680
decode_kv_gb_s_rep1,7.32346,5.20830,20,327680
decode_kv_gb_s_rep1,7.34013,5.23399,20,327680
decode_kv_gb_s_rep1,7.35680,5.24600,20,327680
decode_kv_gb_s_rep1,7.37346,5.28414,20,327680
decode_kv_gb_s_rep1,7.39013,5.29482,20,327680
decode_kv_gb_s_rep1,7.40680,5.32707,20,327680
decode_kv_gb_s_rep1,7.42346,5.25923,20,327680
decode_kv_gb_s_rep1,7.44013,5.33917,20,327680
decode_kv_gb_s_rep1,7.45680,5.33563,20,327680
decode_kv_gb_s_rep1,7.47346,5.30244,20,327680
decode_kv_gb_s_rep1,7.49013,5.32691,20,327680
decode_kv_gb_s_rep1,7.50680,5.33780,20,327680
decode_kv_gb_s_rep1,7.52346,5.35284,20,327680
decode_kv_gb_s_rep1,7.54013,5.34421,20,327680
decode_kv_gb_s_rep1,7.55680,5.30253,20,327680
decode_kv_gb_s_rep1,7.57346,5.23702,20,327680
decode_kv_gb_s_rep1,7.59013,5.22885,20,327680
decode_kv_gb_s_rep1,7.60680,5.19677,20,327680
decode_kv_gb_s_rep1,7.62346,5.18708,20,327680
decode_kv_gb_s_rep1,7.64013,5.18234,20,327680
decode_kv_gb_s_rep1,7.65680,5.17810,20,327680
